SEMÁFORO COMPARTILHADO,SEMÁFORO,IP DDNS,Nº CHIP,ELSYS,LOCALIZAÇÃO 1,LOCALIZAÇÃO 2,ENDEREÇO,BAIRRO,TIPO DE CONTROLADOR,EMPRESA,ROTA,OBSERVAÇOES,SUB-ÁREA (TRAFGO),LATITUDE ,LONGITUDE,GEOREFERÊNCIA,NOBREAK,Nº do No Break,CÂMERAS,BOTOEIRA COM DISPOSITIVO SONORO,HORÁRIO DE FUNCIONAMENTO Do dispositivo sonoro,BOTOEIRA SIMPLES,Coluna Cônica,Coluna Simples,Semipórtico Cônico,Semipórtico Simples,Semipórtico Estruturado,Pórtico Estruturado,Veicular TIPO I,VeiculaR Tipo T,PEDESTRE SIMPLES,Pedestre com cronômetro,Ciclista ,Anteparo TIpo I,Veicular com sequencial,Veicular com cronômetro,Luminárias,Conta-Contrato,NÚMERO DO Medidor ,Data de implantação
626,626,s04950.dyndns.org,,,AV. MAL. MASCARENHAS DE MORAIS,PRÓXIMO A RUA  PROF. AURÉLIO DE CAVALCANTE,AV. MAL. MASCARENHAS DE MORAIS X PRÓXIMO A RUA  PROF. AURÉLIO DE CAVALCANTE,IMBIRIBEIRA,GIT-SM 6 FASES,SERTTEL,5,,,-8.139507,-34.917362,"-8.139507,-34.917362",NÃO,,,,,2,,1,2,,,,4,,,2,,2,,,,4.008.456.653,3.181.514.093,28/01/2008
627,627,s05369.dyndns.org,,,AV. CRUZ CABUGÁ,EM FRENTE AO N° 665,AV. CRUZ CABUGÁ X EM FRENTE AO N° 665,SANTO AMARO,GIT-CSMP 10 FASES,SERTTEL,5,,,-8.048978,-34.878004,"-8.048978,-34.878004",SIM,,,,,,,1,3,,,,4,,,,,2,,,,4.008.592.719,3.191.328.778,29/03/2008
628,628,s05666.dyndns.org,,,RUA BENFICA,RUA DEMOCRITO DE SOUZA FILHO,RUA BENFICA X RUA DEMOCRITO DE SOUZA FILHO,MADALENA,GIT-SM 6 FASES,SINALVIDA,8,s05622.dyndns.org,BENFICA,-8.058146,-34.906144,"-8.058146,-34.906144",NÃO,,,,,,,,3,,,,6,,,,,3,,,,4.009.051.169,3.151.136.752,29/03/2008
629 / 515,629,s05279.dyndns.org	,,,RUA BENFICA,RUA ARLINDO GOUVEIA,RUA BENFICA X RUA ARLINDO GOUVEIA,MADALENA,COMPARTILHADO,SINALVIDA,8,SEMÁFORO 629 CONTROLADO PELO 515,BENFICA,-8.057949,-34.904153,"-8.057949,-34.904153",NÃO,,,,,,,,2,,,,4,,,,,2,,,,,,29/03/2008
630,630,,,,RUA CONDE DE IRAJÁ,AV. BEIRA RIO,RUA CONDE DE IRAJÁ X AV. BEIRA RIO,TORRE,DIGICON - CD200,SINALVIDA,8,,,-8.045639,-34.904331,"-8.045639,-34.904331",NÃO,,,,,,,9,1,1,,,7,,16,,,3,2,,,4.009.511.020,80.821.077,02/04/2008
631,631,s05365.dyndns.org,,,AV. MAL. MASCARENHAS DE MORAIS,RUA NORUEGA,AV. MAL. MASCARENHAS DE MORAIS X RUA NORUEGA,IMBIRIBEIRA,GIT-CSMP 10 FASES,SERTTEL,5,,,-8.104908,-34.911083,"-8.104908,-34.911083",SIM,,,,,,,1,2,,,,6,,,,,3,,,,4.009.511.054,3.121.554.070,19/04/2008
632,632,s05201.dyndns.org,,,RUA ARQUITETO LUIZ NUNES,EM FRENTE A ESC. ANITA GARIBALDI,RUA ARQUITETO LUIZ NUNES X EM FRENTE A ESC. ANITA GARIBALDI,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,7,,,-8.093749,-34.911329,"-8.093749,-34.911329",NÃO,,,,,2,,,2,,,,4,,,2,,,,,,7.002.092.497,3.010.057.016,20/11/2009
633,633,s05521.dyndns.org,,,RUA ARQUITETO LUIZ NUNES,RUA MISS. JOEL CARLSON,RUA ARQUITETO LUIZ NUNES X RUA MISS. JOEL CARLSON,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,7,,,-8.096028,-34.911796,"-8.096028,-34.911796",NÃO,,,,,,,,3,,,,5,,,,,,,,,7.000.827.392,91.869.861,20/11/2009
634,634,s05219.dyndns.org,,,RUA ARQUITETO LUIZ NUNES,AV. ENG. ALVES DE SOUZA,RUA ARQUITETO LUIZ NUNES X AV. ENG. ALVES DE SOUZA,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,7,,,-8.098032,-34.912281,"-8.098032,-34.912281",NÃO,,,,,4,,2,3,,,,8,,,4,,,,,,7.000.822.080,3.152.394.151,21/11/2009
635,635,s05222.dyndns.org,,,RUA ARQUITETO LUIZ NUNES,EM FRENTE AO N 285,RUA ARQUITETO LUIZ NUNES X EM FRENTE AO N 285,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,7,,,-8.101684,-34.912871,"-8.101684,-34.912871",NÃO,,,,,2,,,2,,,,4,,,2,,,,,,7.000.827.600,3.181.426.461,28/11/2009
636,636,s05214.dyndns.org,,,RUA PARIS,RUA JEAN EMILE FAVRE,RUA PARIS X RUA JEAN EMILE FAVRE,IPSEP,GIT-SM 6 FASES,SINALVIDA,7,ANTENA REMOVIDA (CHEIO DE ÁGUA),,-8.105941,-34.913711,"-8.105941,-34.913711",NÃO,,,,,,,,2,,,,6,,,,,,,,,7.000.822.625,91.869.888,28/11/2009
637,637,s05217.dyndns.org,,,RUA ARQUITETO LUIZ NUNES,PROX. AO N. 476,RUA ARQUITETO LUIZ NUNES X PROX. AO N. 476,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,7,,,-8.104179,-34.913319,"-8.104179,-34.913319",NÃO,,,,,2,,,0,2,,,4,,,2,,,,,,7.001.344.107,3.010.035.989,09/04/2010
638,638,s05602.dyndns.org,,,AV. AFONSO OLINDENSE,RUA RODRIGUES FERREIRA,AV. AFONSO OLINDENSE X RUA RODRIGUES FERREIRA,VÁRZEA,GIT-SM 6 FASES,SINALVIDA,9,,,-8.033320,-34.955170,"-8.033320,-34.955170",NÃO,,,,,,,2,,2,,,6,,4,,,,,,,4.011.843.927,,12/05/2010
639,639,s05317.dyndns.org,,,AV. DOM JOÃO VI,"APÓS A RUA SOLDADO SINÉSIO DE ARAGÃO, SENTIDO CID/SUB","AV. DOM JOÃO VI X APÓS A RUA SOLDADO SINÉSIO DE ARAGÃO, SENTIDO CID/SUB",BOA VIAGEM,GIT-SM 6 FASES,SINALVIDA,6,,,-8.118480,-34.907689,"-8.118480,-34.907689",NÃO,,,,,2,,2,1,,,,3,,2,,,,,,,4.011.843.927,,12/05/2010
640,640,s05133.dyndns.org,,,AV. GAL. MAC ARTHUR,RUA SGT. SILVINO DE MACEDO,AV. GAL. MAC ARTHUR X RUA SGT. SILVINO DE MACEDO,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,6,,,-8.110396,-34.906276,"-8.110396,-34.906276",NÃO,,,,,,,,4,,,,8,,,,,4,,,,7.003.363.028,3.224.299.400,22/12/2010
641,641,s05297.dyndns.org,,,RUA URIEL DE HOLANDA,EM FRENTE A ESCOLA ESTADUAL PE. NÉRCIO RODRIGUES,RUA URIEL DE HOLANDA X EM FRENTE A ESCOLA ESTADUAL PE. NÉRCIO RODRIGUES,LINHA DO TIRO,GIT-SM 6 FASES,SERTTEL,2,,,-8.008529,-34.904465,"-8.008529,-34.904465",NÃO,,,,,2,1,,1,,,,4,,,2,,2,,,,7.010.554.327,3.131.273.451,18/01/2011
642,642,s05609.dyndns.org,89550534890029738553,,RUA JERÔNIMO VILELA,AV. PROF. JOSÉ DOS ANJOS,RUA JERÔNIMO VILELA X AV. PROF. JOSÉ DOS ANJOS,CAMPO GRANDE,GIT-SM 6 FASES,SERTTEL,2,,,-8.024491,-34.882955,"-8.024491,-34.882955",NÃO,,,,,,,,3,1,,,12,,,,,6,,,,7.003.717.989,3.010.164.940,28/01/2011
643,643,s05510.dyndns.org,,,AV. NORTE MIGUEL ARRAES DE ALENCAR,RUA GOMES COUTINHO,AV. NORTE MIGUEL ARRAES DE ALENCAR X RUA GOMES COUTINHO,TAMARINEIRA,GIT-CSMP 10 FASES,SERTTEL,2,ANTES O DYN ERA s05510.dyndns.org  / O DYN ATUAL 05368 ERA DO 205,,-8.026861,-34.904560,"-8.026861,-34.904560",SIM,,,,,,,3,,3,,,6,,4,,,2,,,,7.005.409.610,3.010.224.949,30/07/2011
644,644,s05288.dyndns.org,,,RUA BARÃO DE SOUZA LEÃO,RUA 20 DE JANEIRO,RUA BARÃO DE SOUZA LEÃO X RUA 20 DE JANEIRO,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,6,,,-8.133081,-34.913173,"-8.133081,-34.913173",NÃO,,,,,,,,,2,,,4,,4,,,,,,,7.008.159.674,3.011.208.465,03/04/2012
645,645,s05202.dyndns.org,,,AV. MAURÍCIO DE NASSAU,EM FRENTE A FUNDAÇÃO ALTINO VENTURA,AV. MAURÍCIO DE NASSAU X EM FRENTE A FUNDAÇÃO ALTINO VENTURA,IPUTINGA,GIT-SM 6 FASES,SINALVIDA,9,,,-8.036300,-34.936960,"-8.036300,-34.936960",NÃO,,,2,06:00/20:00h,,,,,2,,,4,,2,,,,,,,4.011.843.927,,26/06/2012
646,646,s05253.dyndns.org,,,AV. 17 DE AGOSTO,RUA ENGENHEIRO OSCAR FERREIRA,AV. 17 DE AGOSTO X RUA ENGENHEIRO OSCAR FERREIRA,CASA FORTE,GIT-SM 6 FASES,SINALVIDA,9,,,-8.030863,-34.924507,"-8.030863,-34.924507",SIM,,,,,2,,,1,1,,,7,,,2,,3,,,,7.009.193.086,3.011.138.363,28/07/2012
647,647,s05177.dyndns.org,,,ESTRADA DO ARRAIAL,EM FRENTE AO N° 4715,ESTRADA DO ARRAIAL X EM FRENTE AO N° 4715,CASA AMARELA,GIT-SM 6 FASES,SINALVIDA,9,,,-8.027890,-34.924095,"-8.027890,-34.924095",NÃO,,,,,2,,,,2,,,4,,2,,,,,,,7.009.193.248,3.011.195.776,28/07/2012
648,648,s05124.dyndns.org,,,RUA ANTÔNIO FALCÃO,RUA GAL. EDSON A. RAMALHO,RUA ANTÔNIO FALCÃO X RUA GAL. EDSON A. RAMALHO,BOA VIAGEM,GIT-CSMP 10 FASES,SERTTEL,3,,,-8.113374,-34.900106,"-8.113374,-34.900106",SIM,,,,,,,1,1,,,,4,,,,1,2,,,,7.009.626.101,3.120.065.008,27/07/2012
649,649,s05078.dyndns.org,,,RUA JOÃO TUDE DE MELO,RUA VIRGÍNIA LORETO,RUA JOÃO TUDE DE MELO X RUA VIRGÍNIA LORETO,PARNAMIRIM,GIT-CSMP 10 FASES,SERTTEL,1,,,-8.035838,-34.909644,"-8.035838,-34.909644",SIM,,,,,,,2,1,,,,4,,,,,,,,,7.009.626.454,3.193.038.009,27/07/2012
650,650,s05257.dyndns.org,,,AV. GOV. AGAMENON MAGALHÃES,EM FRENTE AO HOSPITAL DA RESTAURAÇÃO,AV. GOV. AGAMENON MAGALHÃES X EM FRENTE AO HOSPITAL DA RESTAURAÇÃO,DERBY,GIT-CSMP 10 FASES,SERTTEL,4,,,-8.054795,-34.897674,"-8.054795,-34.897674",SIM,,,,,3,,2,1,,,,2,,2,,,1,,,,7.020.934.004,3.212.049.947,01/05/2015
651,651,s04937.dyndns.org,,,RUA JOÃO SALES DE MENEZES,AV. PROFESSOR ANTÔNIO COELHO,RUA JOÃO SALES DE MENEZES X AV. PROFESSOR ANTÔNIO COELHO,CIDADE UNIVERSITÁRIA,GIT-SM 6 FASES,SINALVIDA,9,,,-8.039950,-34.944695,"-8.039950,-34.944695",NÃO,,,,,,,1,,3,,,8,,4,,,,,,,7.020.934.020,3.153.163.021,10/10/2015
652,652,s05197.dyndns.org,,,AV. MÁRIO ÁLVARES PEREIRA DE LYRA,RUA MAURICÉIA,AV. MÁRIO ÁLVARES PEREIRA DE LYRA X RUA MAURICÉIA,IPUTINGA,GIT-SM 6 FASES,SINALVIDA,9,,,-8.046996,-34.940548,"-8.046996,-34.940548",NÃO,,,,,,,1,3,0,,,12,,,,4,,,,,7.021.755.022,3.225.857.856,09/11/2015
653 / 373,653,radium-tecnologia.fortiddns.com:10181,,,RUA ESTADO DE ISRAEL,AV. LINS PETIT,RUA ESTADO DE ISRAEL X AV. LINS PETIT,ILHA DO LEITE,COMPARTILHADO,SERTTEL,4,,JOÃO ASFORA,-8.062788,-34.895284,"-8.062788,-34.895284",NÃO,,3,,,,,,,3,,,7,,,,,,,,,7.021.754.573,3.152.045.548,15/12/2015
654,654,s04977.dyndns.org,,,AV. SÃO PAULO,RUA CONSTRUTOR LUIZ CARVALHEDO,AV. SÃO PAULO X RUA CONSTRUTOR LUIZ CARVALHEDO,JARDIM SÃO PAULO,GIT-SM 6 FASES,SINALVIDA,7,,,-8.082019,-34.939725,"-8.082019,-34.939725",NÃO,,,,,,,2,,2,,,6,,4,,,,,,,4.011.843.927,,12/12/2015
655,655,s05077.dyndns.org,,,ESTRADA DAS UBAIAS,RUA CONSELHEIRO NABUCO,ESTRADA DAS UBAIAS X RUA CONSELHEIRO NABUCO,CASA AMARELA,GIT-CSMP 10 FASES,SERTTEL,1,,,-8.029123,-34.917341,"-8.029123,-34.917341",SIM,,,,,,1,1,3,,,,9,,4,,,,,,,7.021.754.867,3.152.045.700,29/12/2015
656 / 339,656,s05088.dyndns.org	,,,AV. JOÃO DE BARROS,RUA DA HORA,AV. JOÃO DE BARROS X RUA DA HORA,ESPINHEIRO,COMPARTILHADO,SERTTEL,1,,,-8.042068,-34.891063,"-8.042068,-34.891063",NÃO,,,,,,,,1,1,,,4,,,,,2,,,,,,21/01/2016
657 / 660 / 710,657,radium-tecnologia.fortiddns.com:31657,,,AV. HERCULANO BANDEIRA,RUA NOGUEIRA DE SOUZA,AV. HERCULANO BANDEIRA X RUA NOGUEIRA DE SOUZA,PINA,GIT-CSMP 10 FASES,SERTTEL,3,,PINA,-8.085888,-34.888019,"-8.085888,-34.888019",SIM,1191.A0.010000004699,2,,,,,,1,1,,,4,,,,,,2,,,7.023.249.620,3.160.665.431,21/01/2016
658 / 659,658,45.168.143.15,,,AV. REPÚBLICA ÁRABE UNIDA,RUA NOGUEIRA DE SOUZA,AV. REPÚBLICA ÁRABE UNIDA X RUA NOGUEIRA DE SOUZA,PINA,GIT-CSMP 10 FASES,SERTTEL,3,,PINA,-8.086776,-34.888969,"-8.086776,-34.888969",SIM,,2,,,,,1,1,1,,,6,,,,,,,,,7.023.249.949,3.160.665.636,17/01/2016
659 / 658,659,radium-tecnologia.fortiddns.com:20659,,,RUA MANOEL DE BRITO,AV. REPÚBLICA ÁRABE UNIDA,RUA MANOEL DE BRITO X AV. REPÚBLICA ÁRABE UNIDA,PINA,COMPARTILHADO,SERTTEL,3,SEMÁFORO 659 CONTROLADO PELO 658,PINA,-8.087144,-34.888434,"-8.087144,-34.888434",NÃO,,0,,,2,,2,,2,,,4,,2,,,,,,,,,17/01/2016
660 / 657 / 710,660,radium-tecnologia.fortiddns.com:31657,,,AV. HERCULANO BANDEIRA,RUA ARQUITETO AUGUSTO REINALDO,AV. HERCULANO BANDEIRA X RUA ARQUITETO AUGUSTO REINALDO,PINA,COMPARTILHADO,SERTTEL,3,SEMÁFORO 660 CONTROLADO PELO 657,PINA,-8.085393,-34.888464,"-8.085393,-34.888464",NÃO,,2,,,,,,1,1,,,4,,,,,,2,,,,,21/01/2016
661,661,s05084.dyndns.org,,,AV. SATURNINO DE BRITO,LARGO DO CABANGA,AV. SATURNINO DE BRITO X LARGO DO CABANGA,CABANGA,GIT-SM 6 FASES,SINALVIDA,6,,,-8.079534,-34.892795,"-8.079534,-34.892795",NÃO,,,,,2,,2,,2,,,2,,2,,,,2,,,4.011.843.927,,21/01/2016
662,662,s05042.dyndns.org,,,LARGO DO CABANGA,PISTA LESTE ( SENT. B. VIAGEM),LARGO DO CABANGA X PISTA LESTE ( SENT. B. VIAGEM),CABANGA,GIT-SM 6 FASES,SINALVIDA,6,,,-8.080363,-34.892198,"-8.080363,-34.892198",NÃO,,,,,2,,2,,2,,,2,,2,,,,2,,,4.011.843.927,,21/01/2016
663,663,s05557.dyndns.org,,,AV. BOA VIAGEM,RUA HENRIQUE CAPITULINO,AV. BOA VIAGEM X RUA HENRIQUE CAPITULINO,BOA VIAGEM,GIT-SM 6 FASES,SINALVIDA,6,,,-8.110297,-34.889290,"-8.110297,-34.889290",NÃO,,,,,,,2,,1,,,5,,2,,2,,,,,4.011.843.927,,21/01/2016
664 / 042,664,s05586.dyndns.org	,,,AV. JOÃO DE BARROS,RUA ARTHUR DE AZEVEDO,AV. JOÃO DE BARROS X RUA ARTHUR DE AZEVEDO,ENCRUZILHADA,COMPARTILHADO,SERTTEL,2,,,-8.037775,-34.891463,"-8.037775,-34.891463",NÃO,,,,,,,3,2,,,,4,,4,,,2,,,,,,14/07/2018
665,665,s05284.dyndns.org,,,AV. NORTE MIGUEL ARRAES DE ALENCAR,RUA ALFREDO DE CASTRO,AV. NORTE MIGUEL ARRAES DE ALENCAR X RUA ALFREDO DE CASTRO,ENCRUZILHADA,GIT-CSMP 10 FASES,SERTTEL,2,,,-8.039094,-34.890392,"-8.039094,-34.890392",SIM,,,,,,,7,3,0,,,8,,4,,,2,,,,4.011.843.927,,14/07/2018
666,666,s05157.dyndns.org,,,RUA CASTRO ALVES,RUA JOSÉ DE SÁ CARNEIRO,RUA CASTRO ALVES X RUA JOSÉ DE SÁ CARNEIRO,ENCRUZILHADA,GIT-CSMP 10 FASES,SERTTEL,2,,,-8.037776,-34.889820,"-8.037776,-34.889820",SIM,,,,,,,2,1,,,,4,,,,,,,,,4.011.843.927,,14/07/2018
667,667,s05147.dyndns.org,,,AV. GAL. MAC ARTHUR,ESTAÇÃO ANTÔNIO FALCÃO,AV. GAL. MAC ARTHUR X ESTAÇÃO ANTÔNIO FALCÃO,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,6,ANTENA REMOVIDA (CHEIO DE ÁGUA),,-8.109476,-34.909099,"-8.109476,-34.909099",NÃO,,,,,2,,2,,2,,,4,,2,,,2,,,,4.011.843.927,,01/09/2018
668,668,s05656.dyndns.org,,,RUA FLORIANO PEIXOTO,AO LADO DA CASA DA CULTURA,RUA FLORIANO PEIXOTO X AO LADO DA CASA DA CULTURA,SÃO JOSÉ,GIT-SM 6 FASES,SINALVIDA,10,,,-8.065816,-34.882460,"-8.065816,-34.882460",NÃO,,,2,,,,2,,1,,,3,,2,,,,,,,4.011.843.927,,01/09/2018
669 / 670,669,s05322.dyndns.org,,,AV. DOM JOÃO VI,PRÓX. À RUA JOSÉ DA SILVA DE LUCENA (EM FRENTE AO COLÉGIO GGE SENTIDO CID/SUB),AV. DOM JOÃO VI X PRÓX. À RUA JOSÉ DA SILVA DE LUCENA (EM FRENTE AO COLÉGIO GGE SENTIDO CID/SUB),BOA VIAGEM,GIT-SM 6 FASES,SINALVIDA,6,,,-8.115932,-34.904450,"-8.115932,-34.904450",NÃO,,,,,2,,2,,1,,,3,,2,,,,,,,,,19/12/2018
670 / 669,670,s05318.dyndns.org,,,AV. DOM JOÃO VI,RUA PADRE CARAPUCEIRO,AV. DOM JOÃO VI X RUA PADRE CARAPUCEIRO,BOA VIAGEM,COMPARTILHADO,SINALVIDA,6,,,-8.115911,-34.903887,"-8.115911,-34.903887",NÃO,,,,,2,,2,,1,,,3,,2,,,,,,,,,19/12/2018
671,671,s05486.dyndns.org,,,AV. NORTE MIGUEL ARRAES DE ALENCAR,RUA CEL.JOÃO BATISTA DO RÊGO BARROS,AV. NORTE MIGUEL ARRAES DE ALENCAR X RUA CEL.JOÃO BATISTA DO RÊGO BARROS,MACAXEIRA,GIT-SM 6 FASES,SINALVIDA,9,,,-8.016282,-34.930492,"-8.016282,-34.930492",NÃO,,,,,,,5,1,1,,,6,,6,,,2,,,,4.011.843.927,,09/02/2019
672,672,radium-tecnologia.fortiddns.com:10121,,,AV. GOV. AGAMENON MAGALHÃES,RUA JOÃO ASFORA,AV. GOV. AGAMENON MAGALHÃES X RUA JOÃO ASFORA,ILHA DO LEITE,GIT-CSMP 10 FASES,SERTTEL,4,,JOÃO ASFORA,-8.063987,-34.897125,"-8.063987,-34.897125",SIM,1191.A0.010000004704,3,,,,,6,1,2,,,7,,4,2,,4,,,,4.011.843.927,,01/06/2002
673,673,s05156.dyndns.org,,,AV. GAL. MAC ARTHUR,EM FRENTE AO LE PARC RESIDENCIAL RESORT,AV. GAL. MAC ARTHUR X EM FRENTE AO LE PARC RESIDENCIAL RESORT,IMBIRIBEIRA,GIT-SM 6 FASES,SINALVIDA,6,,,-8.111700,-34.903530,"-8.111700,-34.903530",NÃO,,,,,,,,,2,,,4,,2,,,2,,,,4.011.843.927,,01/06/2002
674,674,s05292.dyndns.org,,,AV. CRUZ CABUGÁ,RUA PEDRO AFONSO,AV. CRUZ CABUGÁ X RUA PEDRO AFONSO,SANTO AMARO,GIT-CSMP 10 FASES,SERTTEL,5,,,-8.051000,-34.879430,"-8.051000,-34.879430",NÃO,,,,,,,3,2,,,,8,,8,,,4,,,,4.011.843.927,,01/06/2002
675 / 177,675,s05362.dyndns.org	,,,RUA AMÉLIA,RUA ESMERALDINO BANDEIRA,RUA AMÉLIA X RUA ESMERALDINO BANDEIRA,GRAÇAS,COMPARTILHADO,SERTTEL,1,,,-8.045043,-34.898959,"-8.045043,-34.898959",NÃO,,,,,,,2,,2,,,5,,4,,1,2,,,,,,16/06/2002
676,676,s05103.dyndns.org,,,AV. NORTE MIGUEL ARRAES DE ALENCAR,RUA OSCAR DE BARROS,AV. NORTE MIGUEL ARRAES DE ALENCAR X RUA OSCAR DE BARROS,CASA AMARELA,GIT-CSMP 10 FASES,SERTTEL,2,,,-8.021898,-34.915835,"-8.021898,-34.915835",SIM,,,,,,,2,,2,,,5,,2,,,2,,,,7.038.349.168,3.202.484.521,14/03/2020
677,677,s05106.dyndns.org,,,AV. NORTE MIGUEL ARRAES DE ALENCAR,RUA BELLA VISTA,AV. NORTE MIGUEL ARRAES DE ALENCAR X RUA BELLA VISTA,ALTO JOSÉ DO PINHO,GIT-CSMP 10 FASES,SERTTEL,2,,,-8.024274,-34.911355,"-8.024274,-34.911355",SIM,,,,,,,2,,3,,,6,,2,,,2,,,,4.011.843.927,,14/03/2020
678,678,s05231.dyndns.org,,,RUA JENER DE SOUZA,PRAÇA DO DERBY LADO NORTE,RUA JENER DE SOUZA X PRAÇA DO DERBY LADO NORTE,DERBY,GIT-CSMP 10 FASES,SERTTEL,4,,,-8.055926,-34.900089,"-8.055926,-34.900089",SIM,,,,,,4,1,2,,,,6,,6,,,,,,,4.011.843.927,,21/03/2020
679,679,s05008.dyndns.org,,,AV. CONDE DA BOA VISTA,RUA JOSÉ DE ALENCAR,AV. CONDE DA BOA VISTA X RUA JOSÉ DE ALENCAR,BOA VISTA,GIT-SM 6 FASES,SERTTEL,5,ANTENA REMOVIDA (CHEIO DE ÁGUA),,-8.058862,-34.887720,"-8.058862,-34.887720",NÃO,,,,,,,2,2,,,,4,,4,,,2,,,,4.011.843.927,,30/06/2020
680,680,s05007.dyndns.org,,,AV. CONDE DA BOA VISTA,EM FRENTE A FACULDADE FAFIRE,AV. CONDE DA BOA VISTA X EM FRENTE A FACULDADE FAFIRE,BOA VISTA,GIT-SM 6 FASES,SERTTEL,5,,,-8.058165,-34.888872,"-8.058165,-34.888872",NÃO,,,,,,,3,2,,,,4,,4,,,2,,,,4.011.843.927,,30/06/2020
681,681,s05001.dyndns.org,,,AV. CONDE DA BOA VISTA,RUA DAS NINFAS,AV. CONDE DA BOA VISTA X RUA DAS NINFAS,BOA VISTA,GIT-SM 6 FASES,SERTTEL,5,,,-8.057143,-34.891121,"-8.057143,-34.891121",NÃO,,,,,,,2,2,,,,4,,4,,,2,,,,4.011.843.927,,30/06/2020
682,682,s05341.dyndns.org,,,AV. CONDE DA BOA VISTA,PRÓX. A RUA PADRE INGLÊS,AV. CONDE DA BOA VISTA X PRÓX. A RUA PADRE INGLÊS,BOA VISTA,GIT-CSMP 10 FASES,SERTTEL,5,,,-8.056161,-34.894186,"-8.056161,-34.894186",NÃO,,,,,,,2,2,,,,4,,4,,,2,,,,4.011.843.927,,30/06/2020
683,683,s05618.dyndns.org,,,AV. CONDE DA BOA VISTA,ENTRE A RUA DO HOSPÍCIO E GERVÁSIO PIRES,AV. CONDE DA BOA VISTA X ENTRE A RUA DO HOSPÍCIO E GERVÁSIO PIRES,BOA VISTA,GIT-SM 6 FASES,SERTTEL,5,,,-8.060132,-34.885366,"-8.060132,-34.885366",NÃO,,,,,,,2,2,,,,4,,4,,,2,,,,7.037.537.793,3.202.114.619,30/06/2020
684 / 685,684,s05664.dyndns.org,,,AV. GOV. AGAMENON MAGALHÃES,SOB O VIADUTO DA AV. NORTE SENTIDO OLINDA (VIADUTO PRESIDENTE MÉDICI),AV. GOV. AGAMENON MAGALHÃES X SOB O VIADUTO DA AV. NORTE SENTIDO OLINDA (VIADUTO PRESIDENTE MÉDICI),SANTO AMARO,GIT-CSMP 10 FASES,SERTTEL,4,,,-8.042644,-34.884697,"-8.042644,-34.884697",SIM,,,,,2,,1,2,,,,4,,2,,,2,,,,,,14/08/2020
685 / 684,685,s05664.dyndns.org,,,AV. GOV. AGAMENON MAGALHÃES,SOB O VIADUTO DA AV. NORTE SENTIDO BOA VIAGEM (VIADUTO PRESIDENTE MÉDICI),AV. GOV. AGAMENON MAGALHÃES X SOB O VIADUTO DA AV. NORTE SENTIDO BOA VIAGEM (VIADUTO PRESIDENTE MÉDICI),SANTO AMARO,COMPARTILHADO,SERTTEL,4,,,-8.042262,-34.884735,"-8.042262,-34.884735",NÃO,,,,,2,,,2,,,,4,,2,,,2,,,,,,21/08/2020
686 / 253,686,s05109.dyndns.org,,,AV. CONSELHEIRO ROSA E SILVA,RUA NETO MENDONÇA,AV. CONSELHEIRO ROSA E SILVA X RUA NETO MENDONÇA,TAMARINEIRA,COMPARTILHADO,SERTTEL,1,,,-8.035935,-34.902039,"-8.035935,-34.902039",NÃO,,,,,,,,2,,,,4,,,,,,,,,,,15/08/2020
687 / 688 / 058,687,radium-tecnologia.fortiddns.com:20021,,,AV. ENG ABDIAS DE CARVALHO,GIRO A ESQUERDA SENTIDO C/S (ANTES DO SEMAFORO 058) (C/S),AV. ENG ABDIAS DE CARVALHO X GIRO A ESQUERDA SENTIDO C/S (ANTES DO SEMAFORO 058) (C/S),TORRÕES,COMPARTILHADO,SERTTEL,4,SEMÁFORO 687 CONTROLADO PELO 058,ABDIAS DE CARVALHO,-8.060656,-34.924857,"-8.060656,-34.924857",NÃO,,1,,,,,1,1,,,,2,1,,,,1,,,,,,07/12/2020
688 / 687 / 058,688,radium-tecnologia.fortiddns.com:20021,,,AV. ENG ABDIAS DE CARVALHO,GIRO A ESQUERDA SENTIDO S/C ANTES DO SEMAFORO 058 (S/C),AV. ENG ABDIAS DE CARVALHO X GIRO A ESQUERDA SENTIDO S/C ANTES DO SEMAFORO 058 (S/C),TORRÕES,COMPARTILHADO,SERTTEL,4,SEMÁFORO 688 CONTROLADO PELO 058,ABDIAS DE CARVALHO,-8.060329,-34.926337,"-8.060329,-34.926337",NÃO,,1,,,,,1,1,,,,2,1,,,,1,,,,,,07/12/2020
689 / 690 / 691 / 692,689,s04959.dyndns.org,,,AV. BEIRA RIO,RUA DEMÓSTENES OLINDA,AV. BEIRA RIO X RUA DEMÓSTENES OLINDA,MADALENA,GIT-CSMP 10 FASES,SERTTEL,4,FAIXA REVERSÍVEL,,-8.050027,-34.904887,"-8.050027,-34.904887",NÃO,,,,,,,1,,2,,,6,,2,,,2,,,,,,17/10/2020
